,Precio_Casa,Ubicacion,Tamaño,Habitaciones
1219,2100000000.0,"El Poblado, Medellín, Antioquia",140 m² cubiertos,4 habs.
1220,190000000.0,"Aguacatala, Medellín, Antioquia",140 m² cubiertos,4 habs.
1221,380000000.0,"Belén, Medellín, Antioquia",140 m² cubiertos,4 habs.
1222,220000000.0,"Manrique, Medellín, Antioquia",140 m² cubiertos,4 habs.
1223,1300000000.0,"Floresta, Medellín, Antioquia",140 m² cubiertos,4 habs.
1224,153000000.0,"Robledo, Medellín, Antioquia",140 m² cubiertos,4 habs.
1225,419000000.0,"Robledo, Medellín, Antioquia",140 m² cubiertos,4 habs.
1226,780000000.0,"Laureles, Medellín, Antioquia",140 m² cubiertos,4 habs.
1227,990000000.0,"Conquistadores, Medellín, Antioquia",140 m² cubiertos,4 habs.
1228,930000000.0,"El Poblado, Medellín, Antioquia",140 m² cubiertos,4 habs.
1229,260000000.0,"Robledo, Medellín, Antioquia",140 m² cubiertos,4 habs.
1230,430000000.0,"La América, Medellín, Antioquia",140 m² cubiertos,4 habs.
1231,2800000000.0,"Las Palmas, Medellín, Antioquia",140 m² cubiertos,4 habs.
1232,950000000.0,"El Poblado, Medellín, Antioquia",140 m² cubiertos,4 habs.
1233,3200000000.0,"Las Palmas, Medellín, Antioquia",140 m² cubiertos,4 habs.
1234,1700000000.0,"Conquistadores, Medellín, Antioquia",140 m² cubiertos,4 habs.
1235,560000000.0,"Santa Mónica, Medellín, Antioquia",140 m² cubiertos,4 habs.
1236,1300000000.0,"El Poblado, Medellín, Antioquia",140 m² cubiertos,4 habs.
1237,675000000.0,"Simón Bolívar, Medellín, Antioquia",140 m² cubiertos,4 habs.
1238,270000000.0,"Carrera 96 #49a, Metropolitano, Medellín, Antioquia, Colombia, La Pradera, Medellín, Antioquia",140 m² cubiertos,4 habs.
1239,500000000.0,"Floresta, Medellín, Antioquia",140 m² cubiertos,4 habs.
1240,3950000000.0,"Las Palmas, Medellín, Antioquia",140 m² cubiertos,4 habs.
1241,198000000.0,"Campo Valdes, Medellín, Antioquia",140 m² cubiertos,4 habs.
1242,330000000.0,"Florencia, Medellín, Antioquia",140 m² cubiertos,4 habs.
1243,6980000000.0,"El Poblado, Medellín, Antioquia",140 m² cubiertos,4 habs.
1244,620000000.0,"Estadio, Medellín, Antioquia",140 m² cubiertos,4 habs.
1245,3500000.0,"Laureles, Medellín, Antioquia",140 m² cubiertos,4 habs.
1246,7000000000.0,"Las Palmas, Medellín, Antioquia",140 m² cubiertos,4 habs.
1247,220000000.0,"Boyacá Las Brisas, Medellín, Antioquia",140 m² cubiertos,4 habs.
1248,450000000.0,"Loma Del Indio, Medellín, Antioquia",100 m² cubiertos,3 habs.
1249,275000000.0,"La Milagrosa, Medellín, Antioquia",100 m² cubiertos,3 habs.
1250,1050000000.0,"El Poblado, Medellín, Antioquia",100 m² cubiertos,3 habs.
1251,7000000.0,"San Lucas, San Lucas, Medellín, Antioquia",100 m² cubiertos,3 habs.
1252,265000000.0,"Loreto, Medellín, Antioquia",100 m² cubiertos,3 habs.
1253,545000000.0,"Simón Bolívar, Medellín, Antioquia",100 m² cubiertos,3 habs.
1254,4560000.0,"Laureles, Medellín, Antioquia",100 m² cubiertos,3 habs.
1255,380000000.0,"Belén, Medellín, Antioquia",100 m² cubiertos,3 habs.
1256,590000000.0,"La Castellana, Medellín, Antioquia",100 m² cubiertos,3 habs.
1257,720000000.0,"San Lucas, Medellín, Antioquia",100 m² cubiertos,3 habs.
1258,1100000000.0,"Los Colores, Medellín, Antioquia",100 m² cubiertos,3 habs.
1259,4500000000.0,"Via Las Palmas, Medellín, Antioquia",100 m² cubiertos,3 habs.
1260,575000000.0,"Castilla, Medellín, Antioquia",100 m² cubiertos,3 habs.
1261,275000000.0,"Santa Lucía, Medellín, Antioquia",100 m² cubiertos,3 habs.
1262,410000000.0,"Belén San Bernardo, Medellín, Antioquia",100 m² cubiertos,3 habs.
1263,1500000000.0,"San Antonio De Prado, Medellín, Antioquia",100 m² cubiertos,3 habs.
1264,4500000000.0,"El Poblado, Medellín, Antioquia",100 m² cubiertos,3 habs.
1265,3500000000.0,"Poblado El Tesoro, Medellín, Antioquia",100 m² cubiertos,3 habs.
1266,1800000000.0,"Pilarica, Medellín, Antioquia",100 m² cubiertos,3 habs.
1267,600000000.0,"Aranjuez, Medellín, Antioquia",100 m² cubiertos,3 habs.
1268,350000000.0,"Pedregal, Medellín, Antioquia",100 m² cubiertos,3 habs.
1269,580000000.0,"Florida Nueva, Medellín, Antioquia",100 m² cubiertos,3 habs.
1270,2400000000.0,"Laureles, Medellín, Antioquia",100 m² cubiertos,3 habs.
1271,310000000.0,"Prado Cento, Medellín, Antioquia",100 m² cubiertos,3 habs.
1272,495000000.0,"Loma De Los Bernal, Medellín, Antioquia",100 m² cubiertos,3 habs.
1273,500000000.0,"Boston Centro, Medellín, Antioquia",100 m² cubiertos,3 habs.
1274,5100000.0,"Loma De Los Bernal., Medellín, Antioquia",100 m² cubiertos,3 habs.
1275,1200000000.0,"El Rosario, Medellín, Antioquia",100 m² cubiertos,3 habs.
1276,2500000000.0,"El Poblado, Medellín, Antioquia",100 m² cubiertos,3 habs.
1277,1080000000.0,"Los Balsos, Medellín, Antioquia",100 m² cubiertos,3 habs.
1278,2250000000.0,"Poblado El Tesoro, Medellín, Antioquia",100 m² cubiertos,3 habs.
1279,250000000.0,"Medellín, Antioquia",100 m² cubiertos,3 habs.
1280,2300000000.0,"Las Palmas, Medellín, Antioquia",100 m² cubiertos,3 habs.
1281,180000000.0,"12 De Otubre, Medellín, Antioquia",100 m² cubiertos,3 habs.
1282,850000000.0,"Santa Elena, Medellín, Antioquia, Colombia, Vereda Perico Santa Elena, Medellín, Antioquia",100 m² cubiertos,3 habs.
1283,330000000.0,"Medellín, Antioquia",100 m² cubiertos,3 habs.
1284,1250000000.0,"Laureles, Medellín, Antioquia",100 m² cubiertos,3 habs.
1285,2300000000.0,"Alto De Las Palmas, Medellín, Antioquia",100 m² cubiertos,3 habs.
1286,210000000.0,"Robledo, Medellín, Antioquia",100 m² cubiertos,3 habs.
1287,370000000.0,"Guayabal, Medellín, Antioquia",100 m² cubiertos,3 habs.
1288,3600000000.0,"El Poblado, Medellín, Antioquia",100 m² cubiertos,3 habs.
1289,760000000.0,"La Mota, Medellín, Antioquia",100 m² cubiertos,3 habs.
1290,2300000000.0,"Santa Teresita, Medellín, Antioquia",100 m² cubiertos,3 habs.
1291,3500000000.0,"Alto De Las Palmas, Medellín, Antioquia",100 m² cubiertos,3 habs.
1292,3800000000.0,"Pantanillo, Medellín, Antioquia",100 m² cubiertos,3 habs.
1293,2100000000.0,"Laureles, Medellín, Antioquia",100 m² cubiertos,3 habs.
1294,6900000000.0,"El Poblado, Medellín, Antioquia",100 m² cubiertos,3 habs.
1295,2550000000.0,"El Poblado, Medellín, Antioquia",100 m² cubiertos,3 habs.
1296,695000000.0,"Laureles, Medellín, Antioquia",208 m² cubiertos,4 habs.
1297,315000000.0,"Prado, Prado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1298,3300000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1299,280000000.0,"Cra. 79c #8 Sur-50, Medellín, Antioquia, Colombia, El Rodeo, Medellín, Antioquia",208 m² cubiertos,4 habs.
1300,985000000.0,"Los Colores, Medellín, Antioquia",208 m² cubiertos,4 habs.
1301,260000000.0,"Medellin, Medellín, Antioquia",208 m² cubiertos,4 habs.
1302,630000000.0,"Calle 62 46 # 34, Medellín, Antioquia",208 m² cubiertos,4 habs.
1303,650000000.0,"Loma De Los Bernal, Medellín, Antioquia",208 m² cubiertos,4 habs.
1304,2700000000.0,"Las Palmas, Medellín, Antioquia",208 m² cubiertos,4 habs.
1305,1800000000.0,"Poblado Alto, Medellín, Antioquia",208 m² cubiertos,4 habs.
1306,880000000.0,"Belén Rosales, Medellín, Antioquia",208 m² cubiertos,4 habs.
1307,660000000.0,"Castropol, Medellín, Antioquia",208 m² cubiertos,4 habs.
1308,1100000000.0,"Simón Bolívar, Medellín, Antioquia",208 m² cubiertos,4 habs.
1309,2000000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1310,1350000000.0,"El Poblado, El Tesoro, Medellin, Medellín, Antioquia",208 m² cubiertos,4 habs.
1311,270000000.0,"Pedregal, Medellín, Antioquia",208 m² cubiertos,4 habs.
1312,1350000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1313,2900000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1314,2500000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1315,1480000000.0,"Medellín, Antioquia",208 m² cubiertos,4 habs.
1316,970000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1317,3200000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1318,1800000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1319,450000000.0,"Medellín, Antioquia",208 m² cubiertos,4 habs.
1320,1450000000.0,"Conquistadores, Medellín, Antioquia",208 m² cubiertos,4 habs.
1321,350000000.0,"Villahermosa, Medellín, Antioquia",208 m² cubiertos,4 habs.
1322,450000000.0,"Las Palmas, Medellín, Antioquia",208 m² cubiertos,4 habs.
1323,900000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1324,400000000.0,"Occidente, Medellín, Antioquia",208 m² cubiertos,4 habs.
1325,650000000.0,"Belén, Medellín, Antioquia",208 m² cubiertos,4 habs.
1326,1100000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1327,285000000.0,"Campo Valdes, Medellín, Antioquia",208 m² cubiertos,4 habs.
1328,400000000.0,"Laureles, Medellín, Antioquia",208 m² cubiertos,4 habs.
1329,980000000.0,"Belén, Medellín, Antioquia",208 m² cubiertos,4 habs.
1330,1000000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1331,175000000.0,"Calle 42 Sur # 65a - 179 Int. 0126, San Antinio De Prado,uranizacion Capiñas De San Antonio, Medellín, Antioquia",208 m² cubiertos,4 habs.
1332,1000000000.0,"Conquistadores, Medellín, Antioquia",208 m² cubiertos,4 habs.
1333,1200000000.0,"Santa Elena, Santa Elena, Medellín, Antioquia",208 m² cubiertos,4 habs.
1334,3500000000.0,"Cola Del Zorro, Medellín, Antioquia",208 m² cubiertos,4 habs.
1335,510000000.0,"La América, Medellín, Antioquia",208 m² cubiertos,4 habs.
1336,680000000.0,"El Poblado, Medellín, Antioquia",208 m² cubiertos,4 habs.
1337,410000000.0,"San Javier, Medellín, Antioquia",208 m² cubiertos,4 habs.
1338,3200000000.0,"La Calera, Medellín, Antioquia",208 m² cubiertos,4 habs.
1339,300000000.0,"Rodeo Alto, Medellín, Antioquia",208 m² cubiertos,4 habs.
1340,4000000000.0,"Medellín, Antioquia",208 m² cubiertos,4 habs.
1341,2500000000.0,"Aguacatala, Medellín, Antioquia",208 m² cubiertos,4 habs.
1342,3500000.0,"Aranjuez, Medellín, Medellín, Antioquia",208 m² cubiertos,4 habs.
1343,460000000.0,"Robledo El Progreso, Medellín, Antioquia",208 m² cubiertos,4 habs.
1344,1440000000.0,"Colombia / Antioquia / Guarne, Medellín, Antioquia",329 m² cubiertos,5 habs.
1345,1250000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1346,750000000.0,"Pilarica, Medellín, Antioquia",329 m² cubiertos,5 habs.
1347,970000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1348,235000000.0,"Medellín, Antioquia, Colombia, San Javier, Medellín, Antioquia",329 m² cubiertos,5 habs.
1349,790000000.0,"Cl. 63 / Darién #46-36, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia, Medellín, Antioquia",329 m² cubiertos,5 habs.
1350,750000000.0,"Mayorca, Medellín, Antioquia",329 m² cubiertos,5 habs.
1351,750000000.0,"Belén Loma De Los Bernal, Medellín, Antioquia",329 m² cubiertos,5 habs.
1352,4700000.0,"Belen, Belén, Medellín, Antioquia",329 m² cubiertos,5 habs.
1353,12000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1354,620000000.0,"Estadio, Medellín, Antioquia",329 m² cubiertos,5 habs.
1355,1350000000.0,"Occidente, Medellín, Antioquia",329 m² cubiertos,5 habs.
1356,5000000000.0,"Palmas Parte Baja, Medellín, Antioquia",329 m² cubiertos,5 habs.
1357,360000000.0,"Boston, Medellín, Antioquia",329 m² cubiertos,5 habs.
1358,10000000.0,"Prado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1359,914000000.0,"Prado Centro, Medellín, Antioquia",329 m² cubiertos,5 habs.
1360,530000000.0,"Poblado, El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1361,1150000000.0,"Los Balsos, Medellín, Antioquia",329 m² cubiertos,5 habs.
1362,2300000000.0,"Alto De Las Palmas, Medellín, Antioquia",329 m² cubiertos,5 habs.
1363,1300000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1364,4600000000.0,"Los Balsos N°2, Medellín, Antioquia",329 m² cubiertos,5 habs.
1365,1050000000.0,"El Poblado,loma Del Tesoro, Medellín, Antioquia",329 m² cubiertos,5 habs.
1366,950000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1367,550000000.0,"La Mota, Medellín, Antioquia",329 m² cubiertos,5 habs.
1368,1250000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1369,298000000.0,"Gratamira, Medellín, Antioquia",329 m² cubiertos,5 habs.
1370,20000000.0,"Medellín, Antioquia",329 m² cubiertos,5 habs.
1371,375000000.0,"La América, Medellín, Antioquia",329 m² cubiertos,5 habs.
1372,1110000000.0,"Laureles, Medellín, Antioquia",329 m² cubiertos,5 habs.
1373,260000000.0,"Medellín, Antioquia",329 m² cubiertos,5 habs.
1374,480000000.0,"Medellín, Antioquia",329 m² cubiertos,5 habs.
1375,620000000.0,"Medellín, Antioquia",329 m² cubiertos,5 habs.
1376,850000000.0,"Belén Los Alpes, Medellín, Antioquia",329 m² cubiertos,5 habs.
1377,6000000000.0,"Poblado Balsos, Medellín, Antioquia",329 m² cubiertos,5 habs.
1378,490000000.0,"Velódromo, Medellín, Antioquia",329 m² cubiertos,5 habs.
1379,490000000.0,"Villa Hermosa, Medellín, Antioquia",329 m² cubiertos,5 habs.
1380,650000000.0,"Medellin, Medellín, Antioquia",329 m² cubiertos,5 habs.
1381,1080000000.0,"Los Balsos, Medellín, Antioquia",329 m² cubiertos,5 habs.
1382,2400000000.0,"Cola Del Zorro, Medellín, Antioquia",329 m² cubiertos,5 habs.
1383,1085000000.0,"Poblado Loma El Campestre, Medellín, Antioquia",329 m² cubiertos,5 habs.
1384,1870000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1385,950000000.0,"El Tesoro, Medellín, Antioquia",329 m² cubiertos,5 habs.
1386,1300000000.0,"Prado Centro, Medellín, Antioquia",329 m² cubiertos,5 habs.
1387,210000000.0,"Medellín, Antioquia",329 m² cubiertos,5 habs.
1388,1100000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1389,730000000.0,"Occidente, Medellín, Antioquia",329 m² cubiertos,5 habs.
1390,3800000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1391,580000000.0,"El Poblado, Medellín, Antioquia",329 m² cubiertos,5 habs.
1392,1400000000.0,"Laureles, Medellín, Antioquia",260 m² cubiertos,5 habs.
1393,1250000000.0,"Estadio, Medellín, Antioquia",260 m² cubiertos,5 habs.
1394,550000000.0,"La Mota, Medellín, Antioquia",260 m² cubiertos,5 habs.
1395,1520000000.0,"El Poblado, Medellín, Antioquia",260 m² cubiertos,5 habs.
1396,450000000.0,"Guayabal, Medellín, Antioquia",260 m² cubiertos,5 habs.
1397,398000000.0,"Velódromo, Medellín, Antioquia",260 m² cubiertos,5 habs.
1398,350000000.0,"Belén Las Playas, Medellín, Antioquia",260 m² cubiertos,5 habs.
1399,590000000.0,"Calasanz, Medellín, Antioquia",260 m² cubiertos,5 habs.
1400,1150000000.0,"Belén, Medellín, Antioquia",260 m² cubiertos,5 habs.
1401,1790000000.0,"El Poblado, Medellín, Antioquia",260 m² cubiertos,5 habs.
1402,10500000.0,"Poblado, San Lucas, Medellín, Antioquia",260 m² cubiertos,5 habs.
1403,225000000.0,"Calle 42 Sur No. 67a - 21  Casa 118 Urbanizacion Plaza Del Sol, Medellín, Antioquia",260 m² cubiertos,5 habs.
1404,1250000000.0,"Los Balsos, Medellín, Antioquia",260 m² cubiertos,5 habs.
1405,830000000.0,"Belén La Palma, Medellín, Antioquia",260 m² cubiertos,5 habs.
1406,3300000000.0,"Alto De Palmas, Medellín, Antioquia",260 m² cubiertos,5 habs.
1407,820000000.0,"San Lucas, Medellín, Antioquia",260 m² cubiertos,5 habs.
1408,550000000.0,"Belén Loma De Los Bernal, Medellín, Antioquia",260 m² cubiertos,5 habs.
1409,750000000.0,"Calasanz, Medellín, Antioquia",260 m² cubiertos,5 habs.
1410,1900000000.0,"El Poblado, Medellín, Antioquia",260 m² cubiertos,5 habs.
1411,165000000.0,"Campo Valdes, Medellín, Antioquia",260 m² cubiertos,5 habs.
1412,510000000.0,"Loma Del Indio, Medellín, Antioquia",260 m² cubiertos,5 habs.
1413,1600000000.0,"El Poblado, Medellín, Antioquia",260 m² cubiertos,5 habs.
1414,1050000000.0,"El Poblado, Medellín, Antioquia",260 m² cubiertos,5 habs.
1415,670000000.0,"Vereda El Jardin, Medellín, Antioquia",260 m² cubiertos,5 habs.
1416,12000.0,"El Poblado, Medellín, Antioquia, Colombia, El Poblado, Medellín, Antioquia",260 m² cubiertos,5 habs.
1417,20500000.0,"Las Palmas, Medellín, Antioquia",260 m² cubiertos,5 habs.
1418,850000000.0,"El Poblado, Medellín, Antioquia",260 m² cubiertos,5 habs.
1419,1500000000.0,"Medellín, Antioquia",260 m² cubiertos,5 habs.
1420,160000000.0,"Las Palmas, Medellín, Antioquia",260 m² cubiertos,5 habs.
1421,185000000.0,"12 De Otubre, Medellín, Antioquia",260 m² cubiertos,5 habs.
1422,750000000.0,"Belén Nogal - Los Almendros, Medellín, Antioquia",260 m² cubiertos,5 habs.
1423,4600000000.0,"Medellín, Antioquia",260 m² cubiertos,5 habs.
1424,835000000.0,"Santa Elena, Vereda Piedra Gorda, Medellín, Antioquia",260 m² cubiertos,5 habs.
1425,5000000000.0,"Las Palmas, Medellín, Antioquia",260 m² cubiertos,5 habs.
1426,295000000.0,"San Diego, Medellín, Antioquia",260 m² cubiertos,5 habs.
1427,1500000000.0,"Velódromo, Medellín, Antioquia",260 m² cubiertos,5 habs.
1428,650000000.0,"Medellín, Antioquia",260 m² cubiertos,5 habs.
1429,1420000000.0,"Poblado La Calera, Medellín, Antioquia",260 m² cubiertos,5 habs.
1430,500000000.0,"Calasanz, Medellín, Antioquia",260 m² cubiertos,5 habs.
1431,750000000.0,"San Jose  Sn, San Cristóbal, Medellín, Antioquia",260 m² cubiertos,5 habs.
1432,2150000000.0,"El Poblado, Medellín, Antioquia",260 m² cubiertos,5 habs.
1433,550000000.0,"Santa Mónica, Medellín, Antioquia",260 m² cubiertos,5 habs.
1434,1100000000.0,"Cl. 63 / Darién #46-36, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia, Medellín, Antioquia",260 m² cubiertos,5 habs.
1435,1400000000.0,"Floresta, Medellín, Antioquia",260 m² cubiertos,5 habs.
1436,2000000000.0,"Laureles Medellin, Medellín, Antioquia",260 m² cubiertos,5 habs.
1437,3300000000.0,"Cola Del Zorro, Medellín, Antioquia",260 m² cubiertos,5 habs.
1438,2400000000.0,"Cola Del Zorro, Medellín, Antioquia",260 m² cubiertos,5 habs.
1439,3900000000.0,"Las Palmas, Medellín, Antioquia",260 m² cubiertos,5 habs.
1440,780000000.0,"Laureles, Medellín, Antioquia",239 m² cubiertos,4 habs.
1441,1200000000.0,"Loma Del Atravesado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1442,2350000000.0,"Medellín, Antioquia",239 m² cubiertos,4 habs.
1443,11000000.0,"Altos Del Poblado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1444,3800000000.0,"Medellín, Antioquia",239 m² cubiertos,4 habs.
1445,330000000.0,"12 De Otubre, Medellín, Antioquia",239 m² cubiertos,4 habs.
1446,3595000000.0,"El Poblado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1447,4200000000.0,"El Poblado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1448,3000000000.0,"El Poblado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1449,2800000000.0,"Llanogrande, Medellín, Antioquia",239 m² cubiertos,4 habs.
1450,1310000000.0,"Calle 40 E  N 87 110 Cas G 11 Lotus, Medellín, Antioquia",239 m² cubiertos,4 habs.
1451,600000000.0,"Lopez De Mesa / Cordoba, Medellín, Antioquia",239 m² cubiertos,4 habs.
1452,1000000000.0,"Belén Fátima, Medellín, Antioquia",239 m² cubiertos,4 habs.
1453,2250000000.0,"Poblado Balsos, Medellín, Antioquia",239 m² cubiertos,4 habs.
1454,1380000000.0,"El Poblado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1455,375000000.0,"Robledo, Medellín, Antioquia",239 m² cubiertos,4 habs.
1456,3500000000.0,"El Poblado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1457,850000000.0,"Malibu, Medellín, Antioquia",239 m² cubiertos,4 habs.
1458,225000000.0,"Calle 42 Sur No.67a - 21 Casa 117 Urbanizacion Plaza Del Sol, Medellín, Antioquia",239 m² cubiertos,4 habs.
1459,2290000000.0,"El Tesoro, Medellín, Antioquia",239 m² cubiertos,4 habs.
1460,525000000.0,"Villa Hermosa, Medellín, Antioquia",239 m² cubiertos,4 habs.
1461,350000000.0,"Bomboná, Medellín, Antioquia",239 m² cubiertos,4 habs.
1462,795000000.0,"Loma De Los Bernal., Medellín, Antioquia",239 m² cubiertos,4 habs.
1463,1400000000.0,"La América, Medellín, Antioquia",239 m² cubiertos,4 habs.
1464,3900000000.0,"El Poblado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1465,650000000.0,"Simón Bolívar, Medellín, Antioquia",239 m² cubiertos,4 habs.
1466,1120000000.0,"Belén, Medellín, Antioquia",239 m² cubiertos,4 habs.
1467,155000000.0,"San Antonio De Prado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1468,5000000.0,"Estadio, Medellín, Antioquia",239 m² cubiertos,4 habs.
1469,1300000000.0,"Laureles, Medellín, Antioquia",239 m² cubiertos,4 habs.
1470,1400000000.0,"Laureles, Medellín, Antioquia",239 m² cubiertos,4 habs.
1471,780000000.0,"Loma Del Indio, Medellín, Antioquia",239 m² cubiertos,4 habs.
1472,510000000.0,"La Castellana, Medellín, Antioquia",239 m² cubiertos,4 habs.
1473,250000000.0,"Robledo, Medellín, Antioquia",239 m² cubiertos,4 habs.
1474,215000000.0,"Campo Valdes, Medellín, Antioquia",239 m² cubiertos,4 habs.
1475,990000000.0,"Los Colores, Medellín, Antioquia",239 m² cubiertos,4 habs.
1476,370000000.0,"Medellín, Antioquia",239 m² cubiertos,4 habs.
1477,1300000000.0,"Estadio, Laureles - Estadio, Laureles, Medellín, Antioquia, Colombia, Estadio, Medellín, Antioquia",239 m² cubiertos,4 habs.
1478,640000000.0,"Calasanz, Medellín, Antioquia",239 m² cubiertos,4 habs.
1479,3600000000.0,"El Poblado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1480,3000000000.0,"Laureles, Medellín, Antioquia",239 m² cubiertos,4 habs.
1481,1300000000.0,"San Lucas - Envigado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1482,850000000.0,"Cl 10a #22 - 04, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia, Medellín, Antioquia",239 m² cubiertos,4 habs.
1483,3800000000.0,"Medellín, Antioquia",239 m² cubiertos,4 habs.
1484,3800000000.0,"Medellín, Antioquia",239 m² cubiertos,4 habs.
1485,450000000.0,"Carrera 74 #40 - Sur 48, Medellín, Antioquia",239 m² cubiertos,4 habs.
1486,2200000000.0,"Altos Del Poblado, Medellín, Antioquia",239 m² cubiertos,4 habs.
1487,4500000000.0,"Las Palmas, Medellín, Antioquia",239 m² cubiertos,4 habs.
1488,3500000000.0,"El Poblado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1489,2000000000.0,"El Poblado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1490,425000000.0,"Rodeo Alto, Medellín, Antioquia",439 m² cubiertos,3 habs.
1491,1250000000.0,"Loma Del Atravesado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1492,990000000.0,"El Poblado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1493,1150000000.0,"Estadio, Medellín, Antioquia",439 m² cubiertos,3 habs.
1494,235000000.0,"Rodeo Alto, Medellín, Antioquia",439 m² cubiertos,3 habs.
1495,4800000000.0,"San Lucas, Medellín, Antioquia",439 m² cubiertos,3 habs.
1496,310000000.0,"Boston, Medellín, Antioquia",439 m² cubiertos,3 habs.
1497,910000000.0,"El Poblado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1498,2500000000.0,"Laureles, Medellín, Antioquia",439 m² cubiertos,3 habs.
1499,650000000.0,"Aranjuez, Medellín, Antioquia",439 m² cubiertos,3 habs.
1500,440000000.0,"La Mota, Medellín, Antioquia",439 m² cubiertos,3 habs.
1501,1800000000.0,"Medellín, Antioquia",439 m² cubiertos,3 habs.
1502,350000000.0,"Belén 3147173171, Belén, Medellín, Antioquia",439 m² cubiertos,3 habs.
1503,520000000.0,"Occidente, Medellín, Antioquia",439 m² cubiertos,3 habs.
1504,1300000000.0,"El Poblado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1505,1800000000.0,"El Poblado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1506,720000000.0,"Santa Monica 1, Medellín, Antioquia",439 m² cubiertos,3 habs.
1507,1800000000.0,"Laureles, Medellín, Antioquia",439 m² cubiertos,3 habs.
1508,280000000.0,"Boston, Medellín, Antioquia",439 m² cubiertos,3 habs.
1509,550000000.0,"La Castellana, Medellín, Antioquia",439 m² cubiertos,3 habs.
1510,950000000.0,"Simón Bolívar, Medellín, Antioquia",439 m² cubiertos,3 habs.
1511,2500000000.0,"Cl 15 19 Sur 183 Cs 115, Altos Del Poblado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1512,3700000000.0,"Los Balsos, Medellín, Antioquia",439 m² cubiertos,3 habs.
1513,740000000.0,"Calasanz, Medellín, Antioquia",439 m² cubiertos,3 habs.
1514,1299000000.0,"San Lucas, Medellín, Antioquia",439 m² cubiertos,3 habs.
1515,530000000.0,"La Castellana, Medellín, Antioquia",439 m² cubiertos,3 habs.
1516,1150000000.0,"Velódromo, Medellín, Antioquia",439 m² cubiertos,3 habs.
1517,900000000.0,"Santa Elena, Medellín, Antioquia",439 m² cubiertos,3 habs.
1518,536000000.0,"La América, Medellín, Antioquia, Colombia, La América, Medellín, Antioquia",439 m² cubiertos,3 habs.
1519,1300000000.0,"El Poblado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1520,2500000000.0,"El Poblado, Medellín, Antioquia",439 m² cubiertos,3 habs.
1521,310000000.0,"Buenos Aires, Medellín, Antioquia",439 m² cubiertos,3 habs.
1522,1300000000.0,"Calasanz, Medellín, Antioquia",439 m² cubiertos,3 habs.
1523,740000000.0,"Calasanz, Medellín, Antioquia",439 m² cubiertos,3 habs.
